Measurement : PES-PEG400
Device : OCA35XL
Customer : OCA35XL
Sample : PES-PEG400
Operator : schubotz
Remarks : OCA35XL

Run-No	Age[ms]	CA(M)[°]	CA(L)[°]	CA(R)[°]	CM	BD[mm]	Vol[µL]	Mag[pixel/mm]	BI left[mm]	BI right[mm]	Height[mm]
4355	1680208,75	30,33	30,34	30,33	T	7,15	NA	48,84	3,44	10,58	0,00
4356	1680527,88	30,38	30,62	30,13	T	7,15	NA	48,84	3,44	10,59	0,00
4357	1680847,00	30,39	30,74	30,04	T	7,15	NA	48,83	3,46	10,61	0,00
4358	1681166,13	30,14	30,18	30,10	T	7,14	NA	48,85	3,44	10,58	0,00
4359	1681485,25	30,93	30,65	31,22	T	7,23	NA	48,85	3,46	10,69	0,00
4360	1681804,38	30,49	30,63	30,34	T	7,10	NA	48,84	3,46	10,57	0,00
4361	1682123,50	30,81	30,44	31,18	T	7,23	NA	48,84	3,46	10,69	0,00
4362	1682442,63	30,30	30,18	30,41	T	7,10	NA	48,85	3,46	10,56	0,00
4363	1682761,75	30,36	30,39	30,32	T	7,10	NA	48,84	3,46	10,56	0,00
4364	1683080,88	30,23	30,31	30,16	T	7,10	NA	48,85	3,46	10,56	0,00
4365	1683400,00	30,34	30,36	30,32	T	7,10	NA	48,85	3,46	10,56	0,00
4366	1683719,13	30,18	30,14	30,21	T	7,10	NA	48,84	3,46	10,57	0,00
4367	1684038,25	30,37	30,58	30,16	T	7,09	NA	48,83	3,48	10,57	0,00
4368	1684357,38	30,18	30,40	29,96	T	7,10	NA	48,85	3,48	10,58	0,00
4369	1684676,50	30,04	30,17	29,92	T	7,08	NA	48,85	3,48	10,56	0,00
4370	1684995,63	29,99	30,15	29,83	T	7,08	NA	48,84	3,48	10,57	0,00
4371	1685314,75	29,74	29,91	29,56	T	7,08	NA	48,84	3,48	10,57	0,00
4372	1685633,88	30,31	30,40	30,23	T	7,07	NA	48,83	3,48	10,55	0,00
4373	1685953,00	29,93	30,37	29,49	T	7,06	NA	48,85	3,50	10,56	0,00
4374	1686272,13	30,22	30,33	30,11	T	7,04	NA	48,84	3,50	10,54	0,00
4375	1686591,25	30,17	30,28	30,07	T	7,04	NA	48,84	3,50	10,55	0,00
4376	1686910,38	30,20	30,17	30,24	T	7,04	NA	48,85	3,50	10,54	0,00
4377	1687229,50	29,91	29,96	29,86	T	7,04	NA	48,84	3,50	10,54	0,00
4378	1687548,75	29,97	30,06	29,88	T	7,04	NA	48,85	3,50	10,54	0,00
4379	1687867,88	30,26	30,50	30,01	T	7,02	NA	48,85	3,52	10,54	0,00
4380	1688187,00	30,04	30,30	29,78	T	7,02	NA	48,84	3,52	10,55	0,00
4381	1688506,13	30,14	30,57	29,70	T	7,02	NA	48,84	3,52	10,54	0,00
4382	1688825,25	29,98	30,32	29,64	T	7,02	NA	48,85	3,52	10,54	0,00
4383	1689144,38	30,13	30,30	29,96	T	7,02	NA	48,84	3,52	10,54	0,00
4384	1689463,50	30,10	30,33	29,87	T	7,00	NA	48,83	3,52	10,53	0,00
4385	1689782,63	30,11	30,03	30,19	T	7,00	NA	48,84	3,52	10,52	0,00
4386	1690101,75	30,24	30,52	29,96	T	7,00	NA	48,84	3,54	10,54	0,00
4387	1690420,88	30,76	30,51	31,00	T	7,09	NA	48,83	3,54	10,63	0,00
4388	1690740,00	30,24	30,37	30,11	T	6,96	NA	48,84	3,54	10,50	0,00
4389	1691059,13	30,36	30,57	30,15	T	6,98	NA	48,84	3,54	10,52	0,00
4390	1691378,25	30,29	30,33	30,24	T	6,98	NA	48,84	3,54	10,52	0,00
4391	1691697,38	30,18	30,16	30,20	T	6,98	NA	48,83	3,54	10,53	0,00
4392	1692016,50	30,26	30,50	30,03	T	6,94	NA	48,84	3,56	10,50	0,00
4393	1692335,63	30,30	30,62	29,99	T	6,94	NA	48,84	3,56	10,50	0,00
4394	1692654,75	30,10	30,53	29,67	T	6,94	NA	48,84	3,56	10,50	0,00
4395	1692973,88	30,76	30,53	31,00	T	7,05	NA	48,83	3,56	10,61	0,00
4396	1693293,00	30,35	30,51	30,19	T	6,92	NA	48,84	3,56	10,48	0,00
4397	1693612,13	30,91	31,59	30,22	T	7,04	NA	48,84	3,44	10,48	0,00
4398	1693931,25	30,93	31,65	30,22	T	7,05	NA	48,83	3,44	10,48	0,00
4399	1694250,38	30,46	30,89	30,03	T	6,90	NA	48,86	3,58	10,48	0,00
4400	1694569,50	30,26	30,83	29,70	T	6,90	NA	48,84	3,58	10,48	0,00
4401	1694888,63	30,46	30,83	30,10	T	6,92	NA	48,85	3,58	10,50	0,00
4402	1695207,75	30,01	30,38	29,64	T	6,90	NA	48,84	3,58	10,48	0,00
4403	1695526,88	30,97	30,71	31,24	T	6,99	NA	48,92	3,58	10,57	0,00
4404	1695846,00	31,02	31,72	30,33	T	6,99	NA	48,91	3,46	10,45	0,00
4405	1696165,13	30,44	30,77	30,12	T	6,88	NA	48,84	3,60	10,48	0,00
4406	1696484,25	30,59	30,98	30,20	T	6,88	NA	48,83	3,60	10,49	0,00
4407	1696803,38	30,50	30,85	30,14	T	6,86	NA	48,85	3,60	10,46	0,00
4408	1697122,50	30,50	31,01	30,00	T	6,86	NA	48,84	3,60	10,46	0,00
4409	1697441,63	30,50	30,99	30,01	T	6,86	NA	48,82	3,60	10,47	0,00
4410	1697760,75	31,07	30,91	31,24	T	6,96	NA	48,84	3,60	10,57	0,00
4411	1698079,88	30,45	30,75	30,15	T	6,84	NA	48,83	3,60	10,44	0,00
4412	1698399,00	30,40	30,59	30,21	T	6,86	NA	48,84	3,60	10,46	0,00
4413	1698718,13	30,55	30,96	30,14	T	6,81	NA	48,86	3,62	10,44	0,00
4414	1699037,25	30,52	30,97	30,07	T	6,82	NA	48,85	3,62	10,44	0,00
4415	1699356,38	30,34	30,78	29,89	T	6,82	NA	48,83	3,62	10,44	0,00
4416	1699675,50	30,23	30,73	29,72	T	6,82	NA	48,83	3,62	10,44	0,00
4417	1699994,63	30,26	30,77	29,74	T	6,82	NA	48,84	3,62	10,44	0,00
4418	1700313,75	30,41	30,74	30,09	T	6,82	NA	48,84	3,62	10,44	0,00
4419	1700633,00	30,67	30,46	30,89	T	6,92	NA	48,83	3,62	10,55	0,00
4420	1700952,13	30,18	30,40	29,95	T	6,80	NA	48,83	3,62	10,42	0,00
4421	1701271,25	30,37	30,82	29,92	T	6,80	NA	48,84	3,64	10,44	0,00
4422	1701590,38	30,34	30,79	29,90	T	6,80	NA	48,85	3,64	10,44	0,00
4423	1701909,50	30,22	30,57	29,87	T	6,77	NA	48,86	3,64	10,42	0,00
4424	1702228,63	30,35	30,79	29,92	T	6,78	NA	48,84	3,64	10,42	0,00
4425	1702547,75	30,28	30,48	30,08	T	6,76	NA	48,83	3,65	10,40	0,00
4426	1702866,88	30,68	30,51	30,86	T	6,88	NA	48,85	3,64	10,52	0,00
4427	1703186,00	30,41	30,69	30,12	T	6,76	NA	48,85	3,64	10,40	0,00
4428	1703505,13	30,12	30,39	29,86	T	6,75	NA	48,86	3,64	10,40	0,00
4429	1703824,25	30,30	30,68	29,91	T	6,73	NA	48,86	3,66	10,40	0,00
4430	1704143,38	30,29	30,77	29,81	T	6,74	NA	48,84	3,66	10,40	0,00
4431	1704462,50	30,26	30,60	29,93	T	6,74	NA	48,84	3,66	10,40	0,00
4432	1704781,63	30,24	30,56	29,93	T	6,76	NA	48,85	3,66	10,42	0,00
4433	1705100,75	30,05	30,55	29,54	T	6,74	NA	48,85	3,66	10,40	0,00
4434	1705419,88	30,30	30,59	30,01	T	6,72	NA	48,84	3,67	10,38	0,00
4435	1705739,00	30,75	31,58	29,93	T	6,84	NA	48,83	3,54	10,38	0,00
4436	1706058,13	30,82	31,77	29,87	T	6,84	NA	48,84	3,54	10,38	0,00
4437	1706377,25	30,18	30,53	29,83	T	6,70	NA	48,84	3,69	10,38	0,00
4438	1706696,38	30,27	30,57	29,96	T	6,70	NA	48,83	3,69	10,38	0,00
4439	1707015,50	30,25	30,48	30,02	T	6,67	NA	48,85	3,69	10,36	0,00
4440	1707334,63	29,98	30,26	29,70	T	6,70	NA	48,84	3,69	10,38	0,00
4441	1707653,75	30,54	30,22	30,87	T	6,80	NA	48,85	3,69	10,48	0,00
4442	1707972,88	30,73	30,59	30,87	T	6,78	NA	48,84	3,71	10,48	0,00
4443	1708292,00	30,31	30,65	29,96	T	6,65	NA	48,84	3,71	10,36	0,00
4444	1708611,13	30,11	30,38	29,84	T	6,65	NA	48,86	3,70	10,36	0,00
4445	1708930,25	29,99	30,26	29,72	T	6,65	NA	48,85	3,71	10,36	0,00
4446	1709249,38	30,03	30,23	29,82	T	6,67	NA	48,87	3,70	10,38	0,00
4447	1709568,50	30,16	30,56	29,77	T	6,65	NA	48,85	3,71	10,36	0,00
4448	1709887,63	30,64	30,56	30,72	T	6,74	NA	48,84	3,73	10,46	0,00
4449	1710206,75	30,20	30,37	30,04	T	6,64	NA	48,83	3,71	10,34	0,00
4450	1710525,88	30,11	30,48	29,73	T	6,61	NA	48,83	3,73	10,34	0,00
4451	1710845,00	30,10	30,42	29,78	T	6,61	NA	48,83	3,73	10,34	0,00
4452	1711164,13	30,09	30,55	29,63	T	6,61	NA	48,84	3,73	10,34	0,00
4453	1711483,25	29,91	30,12	29,71	T	6,61	NA	48,84	3,73	10,34	0,00
4454	1711802,38	29,74	29,81	29,66	T	6,61	NA	48,85	3,73	10,34	0,00
4455	1712121,50	30,70	30,62	30,78	T	6,70	NA	48,83	3,75	10,44	0,00
4456	1712440,63	30,71	30,58	30,84	T	6,70	NA	48,84	3,75	10,44	0,00
4457	1712759,75	30,17	30,55	29,79	T	6,59	NA	48,83	3,75	10,34	0,00
4458	1713078,88	29,96	30,14	29,78	T	6,57	NA	48,84	3,75	10,32	0,00
4459	1713398,00	29,96	30,11	29,81	T	6,57	NA	48,85	3,75	10,32	0,00
4460	1713717,13	29,91	30,03	29,80	T	6,57	NA	48,84	3,75	10,32	0,00
4461	1714036,38	30,05	30,47	29,63	T	6,55	NA	48,84	3,77	10,32	0,00
4462	1714355,50	29,90	30,37	29,44	T	6,55	NA	48,85	3,77	10,32	0,00
4463	1714674,63	30,13	30,39	29,87	T	6,53	NA	48,84	3,77	10,30	0,00
4464	1714993,75	30,04	30,34	29,74	T	6,55	NA	48,84	3,77	10,32	0,00
4465	1715312,88	30,18	30,45	29,92	T	6,53	NA	48,84	3,77	10,30	0,00
4466	1715632,00	29,98	30,15	29,80	T	6,53	NA	48,85	3,77	10,30	0,00
4467	1715951,13	30,13	30,48	29,77	T	6,51	NA	48,85	3,79	10,30	0,00
4468	1716270,25	29,98	30,22	29,73	T	6,51	NA	48,85	3,79	10,30	0,00
4469	1716589,38	29,89	30,11	29,68	T	6,51	NA	48,83	3,79	10,30	0,00
4470	1716908,50	30,53	30,23	30,83	T	6,61	NA	48,84	3,79	10,40	0,00
4471	1717227,63	30,09	30,38	29,81	T	6,51	NA	48,84	3,79	10,30	0,00
4472	1717546,75	29,90	29,99	29,81	T	6,49	NA	48,85	3,79	10,28	0,00
4473	1717865,88	30,05	30,29	29,80	T	6,47	NA	48,85	3,81	10,28	0,00
4474	1718185,00	30,04	30,22	29,86	T	6,47	NA	48,85	3,81	10,28	0,00
4475	1718504,13	30,07	30,42	29,73	T	6,47	NA	48,85	3,81	10,28	0,00
4476	1718823,25	29,89	30,54	29,25	T	6,47	NA	48,84	3,81	10,28	0,00
4477	1719142,38	30,10	30,38	29,83	T	6,45	NA	48,85	3,81	10,26	0,00
4478	1719461,50	29,99	30,16	29,82	T	6,45	NA	48,85	3,81	10,26	0,00
4479	1719780,63	29,95	30,21	29,69	T	6,47	NA	48,83	3,81	10,28	0,00
4480	1720099,75	30,14	30,56	29,72	T	6,43	NA	48,83	3,83	10,26	0,00
4481	1720418,88	30,08	30,67	29,49	T	6,43	NA	48,84	3,83	10,26	0,00
4482	1720738,00	29,91	30,56	29,26	T	6,43	NA	48,83	3,83	10,26	0,00
4483	1721057,13	29,92	30,41	29,44	T	6,43	NA	48,84	3,83	10,26	0,00
4484	1721376,25	30,18	30,48	29,88	T	6,41	NA	48,83	3,83	10,24	0,00
4485	1721695,38	30,04	30,27	29,80	T	6,41	NA	48,84	3,83	10,24	0,00
4486	1722014,50	30,09	30,58	29,61	T	6,39	NA	48,83	3,85	10,24	0,00
4487	1722333,63	30,07	30,47	29,67	T	6,39	NA	48,84	3,85	10,24	0,00
4488	1722652,75	30,14	30,68	29,60	T	6,39	NA	48,84	3,85	10,24	0,00
4489	1722971,88	30,07	30,69	29,45	T	6,39	NA	48,83	3,85	10,24	0,00
4490	1723291,00	30,10	30,74	29,46	T	6,39	NA	48,83	3,85	10,24	0,00
4491	1723610,13	30,06	30,41	29,71	T	6,39	NA	48,83	3,85	10,24	0,00
4492	1723929,25	30,23	30,81	29,64	T	6,37	NA	48,85	3,85	10,21	0,00
4493	1724248,38	30,11	30,47	29,76	T	6,37	NA	48,85	3,85	10,21	0,00
4494	1724567,50	30,05	30,49	29,62	T	6,37	NA	48,84	3,85	10,22	0,00
4495	1724886,63	30,08	30,60	29,57	T	6,37	NA	48,84	3,85	10,22	0,00
4496	1725205,75	30,11	30,57	29,66	T	6,37	NA	48,83	3,85	10,22	0,00
4497	1725524,88	30,16	30,90	29,42	T	6,35	NA	48,85	3,87	10,22	0,00
4498	1725844,00	30,32	30,82	29,82	T	6,35	NA	48,84	3,87	10,22	0,00
4499	1726163,13	30,22	30,68	29,76	T	6,35	NA	48,84	3,87	10,22	0,00
4500	1726482,25	30,11	30,52	29,70	T	6,35	NA	48,82	3,87	10,22	0,00
4501	1726801,38	30,13	30,73	29,53	T	6,33	NA	48,84	3,87	10,20	0,00
4502	1727120,50	29,84	30,28	29,40	T	6,33	NA	48,84	3,87	10,20	0,00
4503	1727439,75	30,17	30,78	29,56	T	6,33	NA	48,84	3,87	10,20	0,00
4504	1727758,88	30,48	30,31	30,66	T	6,43	NA	48,84	3,87	10,30	0,00
4505	1728078,00	30,08	30,33	29,82	T	6,33	NA	48,84	3,87	10,20	0,00
4506	1728397,13	30,64	31,79	29,49	T	6,43	NA	48,84	3,75	10,18	0,00
4507	1728716,25	30,69	31,80	29,58	T	6,43	NA	48,84	3,75	10,18	0,00
4508	1729035,38	30,16	30,67	29,65	T	6,31	NA	48,85	3,89	10,20	0,00
4509	1729354,50	30,76	31,88	29,64	T	6,45	NA	48,83	3,75	10,20	0,00
4510	1729673,63	30,17	30,81	29,53	T	6,29	NA	48,85	3,89	10,17	0,00
4511	1729992,75	29,90	30,51	29,29	T	6,31	NA	48,84	3,89	10,20	0,00
4512	1730311,88	30,03	30,39	29,67	T	6,26	NA	48,84	3,89	10,15	0,00
4513	1730631,00	29,85	30,04	29,66	T	6,26	NA	48,85	3,89	10,15	0,00
4514	1730950,13	29,83	30,07	29,59	T	6,26	NA	48,86	3,89	10,15	0,00
4515	1731269,25	29,68	29,96	29,40	T	6,27	NA	48,84	3,89	10,15	0,00
4516	1731588,38	29,62	29,92	29,32	T	6,26	NA	48,85	3,89	10,15	0,00
4517	1731907,50	29,75	29,84	29,66	T	6,25	NA	48,84	3,89	10,14	0,00
4518	1732226,63	29,69	29,62	29,76	T	6,24	NA	48,84	3,89	10,13	0,00
4519	1732545,75	29,46	29,22	29,70	T	6,27	NA	48,83	3,89	10,16	0,00
4520	1732864,88	29,37	29,30	29,44	T	6,24	NA	48,84	3,89	10,14	0,00
4521	1733184,00	29,62	29,45	29,79	T	6,26	NA	48,85	3,89	10,15	0,00
4522	1733503,13	29,19	28,95	29,43	T	6,25	NA	48,84	3,89	10,14	0,00
4523	1733822,25	29,52	29,60	29,44	T	6,25	NA	48,83	3,89	10,14	0,00
4524	1734141,38	29,29	29,34	29,24	T	6,22	NA	48,85	3,91	10,13	0,00
4525	1734460,50	29,55	29,44	29,66	T	6,20	NA	48,84	3,91	10,11	0,00
4526	1734779,63	29,43	29,33	29,53	T	6,20	NA	48,84	3,91	10,11	0,00
4527	1735098,75	29,29	29,18	29,40	T	6,22	NA	48,85	3,89	10,11	0,00
4528	1735417,88	29,20	29,26	29,14	T	6,21	NA	48,83	3,91	10,12	0,00
4529	1735737,00	29,34	29,35	29,34	T	6,20	NA	48,83	3,91	10,12	0,00
4530	1736056,13	30,03	29,47	30,59	T	6,31	NA	48,83	3,91	10,22	0,00
4531	1736375,25	29,35	29,20	29,50	T	6,18	NA	48,84	3,91	10,09	0,00
4532	1736694,38	29,54	29,46	29,62	T	6,18	NA	48,84	3,91	10,09	0,00
4533	1737013,50	29,59	29,68	29,49	T	6,16	NA	48,84	3,93	10,09	0,00
4534	1737332,63	29,54	29,68	29,40	T	6,16	NA	48,83	3,93	10,10	0,00
4535	1737651,75	29,41	29,63	29,19	T	6,16	NA	48,83	3,93	10,10	0,00
4536	1737970,88	29,57	29,42	29,73	T	6,16	NA	48,83	3,93	10,10	0,00
4537	1738290,00	29,41	29,37	29,44	T	6,14	NA	48,84	3,93	10,07	0,00
4538	1738609,13	29,31	29,19	29,43	T	6,14	NA	48,84	3,93	10,07	0,00
4539	1738928,25	29,39	29,40	29,38	T	6,14	NA	48,83	3,93	10,08	0,00
4540	1739247,38	29,30	29,22	29,37	T	6,14	NA	48,83	3,93	10,08	0,00
4541	1739566,50	29,21	29,22	29,19	T	6,14	NA	48,84	3,93	10,07	0,00
4542	1739885,63	29,08	29,08	29,09	T	6,14	NA	48,85	3,93	10,07	0,00
4543	1740204,75	29,26	28,99	29,52	T	6,12	NA	48,84	3,93	10,05	0,00
4544	1740524,00	29,12	28,88	29,35	T	6,12	NA	48,83	3,93	10,06	0,00
4545	1740843,13	29,29	28,98	29,60	T	6,12	NA	48,84	3,93	10,05	0,00
4546	1741162,25	29,11	28,70	29,51	T	6,12	NA	48,85	3,93	10,05	0,00
4547	1741481,38	29,77	28,87	30,67	T	6,23	NA	48,83	3,93	10,16	0,00
4548	1741800,50	29,07	28,55	29,59	T	6,12	NA	48,85	3,91	10,03	0,00
4549	1742119,63	29,13	28,61	29,65	T	6,10	NA	48,83	3,93	10,03	0,00
4550	1742438,75	29,19	28,75	29,62	T	6,12	NA	48,84	3,93	10,05	0,00
4551	1742757,88	28,84	28,33	29,35	T	6,10	NA	48,83	3,93	10,03	0,00
4552	1743077,00	29,26	29,06	29,47	T	6,08	NA	48,83	3,95	10,03	0,00
4553	1743396,13	29,25	29,16	29,34	T	6,12	NA	48,83	3,93	10,05	0,00
4554	1743715,25	28,94	28,88	29,01	T	6,08	NA	48,85	3,95	10,03	0,00
4555	1744034,38	29,24	28,89	29,59	T	6,06	NA	48,83	3,95	10,01	0,00
4556	1744353,50	29,33	28,99	29,66	T	6,06	NA	48,85	3,95	10,01	0,00
4557	1744672,63	29,08	28,63	29,53	T	6,08	NA	48,87	3,95	10,03	0,00
4558	1744991,75	28,96	28,61	29,31	T	6,06	NA	48,84	3,95	10,01	0,00
4559	1745310,88	29,22	28,98	29,45	T	6,08	NA	48,83	3,95	10,03	0,00
4560	1745630,00	29,05	28,69	29,40	T	6,06	NA	48,83	3,95	10,01	0,00
4561	1745949,13	29,44	28,38	30,49	T	6,16	NA	48,84	3,95	10,11	0,00
4562	1746268,25	29,29	29,09	29,50	T	6,02	NA	48,84	3,97	9,99	0,00
4563	1746587,38	28,98	28,64	29,31	T	6,02	NA	48,85	3,97	9,99	0,00
4564	1746906,50	29,11	28,90	29,31	T	6,02	NA	48,85	3,97	9,99	0,00
4565	1747225,63	28,71	28,14	29,29	T	6,06	NA	48,83	3,93	9,99	0,00
4566	1747544,75	28,60	27,86	29,34	T	6,06	NA	48,86	3,93	9,99	0,00
4567	1747863,88	28,70	27,81	29,60	T	6,01	NA	48,90	3,95	9,96	0,00
4568	1748183,00	28,85	28,12	29,58	T	6,01	NA	48,88	3,95	9,96	0,00
4569	1748502,13	28,60	27,84	29,36	T	6,02	NA	48,85	3,95	9,97	0,00
4570	1748821,25	28,55	27,74	29,36	T	6,02	NA	48,84	3,95	9,97	0,00
4571	1749140,38	28,37	27,39	29,36	T	6,02	NA	48,86	3,95	9,97	0,00
4572	1749459,50	28,49	27,36	29,62	T	6,04	NA	48,84	3,93	9,97	0,00
4573	1749778,63	28,50	27,37	29,62	T	6,00	NA	48,85	3,95	9,95	0,00
4574	1750097,75	28,45	27,35	29,55	T	6,00	NA	48,85	3,95	9,95	0,00
4575	1750416,88	28,38	27,25	29,51	T	6,00	NA	48,85	3,95	9,95	0,00
4576	1750736,00	28,37	27,05	29,69	T	6,00	NA	48,85	3,95	9,95	0,00
4577	1751055,13	28,27	27,16	29,37	T	6,02	NA	48,86	3,93	9,95	0,00
4578	1751374,25	28,24	27,05	29,44	T	6,00	NA	48,85	3,95	9,95	0,00
4579	1751693,38	29,30	28,92	29,69	T	5,96	NA	48,85	3,99	9,95	0,00
4580	1752012,50	29,39	29,09	29,68	T	5,94	NA	48,84	3,99	9,93	0,00
4581	1752331,63	29,40	29,17	29,62	T	5,94	NA	48,85	3,99	9,93	0,00
4582	1752650,75	29,40	29,19	29,61	T	5,94	NA	48,83	3,99	9,93	0,00
4583	1752969,88	29,19	28,90	29,47	T	5,94	NA	48,85	3,99	9,93	0,00
4584	1753289,00	29,32	29,30	29,33	T	5,92	NA	48,83	4,01	9,93	0,00
4585	1753608,13	29,46	29,56	29,35	T	5,94	NA	48,83	3,99	9,93	0,00
4586	1753927,38	29,33	29,21	29,45	T	5,94	NA	48,83	3,99	9,93	0,00
4587	1754246,50	29,37	29,19	29,55	T	5,90	NA	48,85	4,01	9,91	0,00
4588	1754565,63	29,27	29,07	29,48	T	5,92	NA	48,83	4,01	9,93	0,00
4589	1754884,75	29,41	29,33	29,48	T	5,90	NA	48,84	4,01	9,91	0,00
4590	1755203,88	29,27	29,05	29,48	T	5,90	NA	48,83	4,01	9,91	0,00
4591	1755523,00	29,39	29,20	29,58	T	5,90	NA	48,85	4,01	9,91	0,00
4592	1755842,13	29,11	29,28	28,95	T	5,89	NA	48,90	4,01	9,90	0,00
4593	1756161,25	29,34	29,23	29,45	T	5,86	NA	48,84	4,03	9,89	0,00
4594	1756480,38	29,45	29,41	29,50	T	5,85	NA	48,85	4,03	9,89	0,00
4595	1756799,50	29,28	29,10	29,45	T	5,85	NA	48,85	4,03	9,89	0,00
4596	1757118,63	29,56	29,55	29,58	T	5,86	NA	48,84	4,03	9,89	0,00
4597	1757437,75	29,23	29,03	29,44	T	5,86	NA	48,84	4,03	9,89	0,00
4598	1757756,88	29,23	29,15	29,31	T	5,86	NA	48,84	4,03	9,89	0,00
4599	1758076,00	29,07	29,00	29,15	T	5,86	NA	48,83	4,03	9,89	0,00
4600	1758395,13	29,26	28,99	29,54	T	5,83	NA	48,85	4,03	9,87	0,00
4601	1758714,25	29,38	29,28	29,49	T	5,84	NA	48,83	4,03	9,87	0,00
4602	1759033,38	29,40	29,45	29,34	T	5,81	NA	48,85	4,05	9,87	0,00
4603	1759352,50	29,59	29,78	29,41	T	5,84	NA	48,83	4,05	9,89	0,00
4604	1759671,63	29,46	29,64	29,28	T	5,82	NA	48,83	4,05	9,87	0,00
4605	1759990,75	29,51	29,41	29,61	T	5,80	NA	48,83	4,05	9,85	0,00
4606	1760309,88	29,54	29,50	29,58	T	5,80	NA	48,83	4,06	9,85	0,00
4607	1760629,00	29,49	29,45	29,53	T	5,79	NA	48,84	4,05	9,85	0,00
4608	1760948,13	29,44	29,31	29,57	T	5,82	NA	48,84	4,03	9,85	0,00
4609	1761267,25	29,36	29,40	29,32	T	5,81	NA	48,85	4,05	9,87	0,00
4610	1761586,38	29,46	29,46	29,47	T	5,79	NA	48,84	4,05	9,85	0,00
4611	1761905,50	29,43	29,21	29,64	T	5,80	NA	48,83	4,05	9,85	0,00
4612	1762224,63	29,37	29,25	29,48	T	5,77	NA	48,85	4,05	9,83	0,00
4613	1762543,75	29,40	29,28	29,53	T	5,78	NA	48,83	4,05	9,83	0,00
4614	1762862,88	29,32	29,36	29,27	T	5,78	NA	48,83	4,06	9,83	0,00
4615	1763182,00	29,26	29,25	29,27	T	5,77	NA	48,84	4,05	9,83	0,00
4616	1763501,13	29,25	29,21	29,30	T	5,77	NA	48,84	4,05	9,83	0,00
4617	1763820,25	29,35	29,34	29,37	T	5,78	NA	48,83	4,06	9,83	0,00
4618	1764139,38	29,07	28,72	29,41	T	5,75	NA	48,84	4,05	9,81	0,00
4619	1764458,50	29,40	29,28	29,51	T	5,75	NA	48,83	4,05	9,81	0,00
4620	1764777,63	29,29	29,21	29,38	T	5,75	NA	48,83	4,05	9,81	0,00
4621	1765096,75	29,37	29,54	29,20	T	5,73	NA	48,83	4,08	9,81	0,00
4622	1765415,88	29,41	29,41	29,40	T	5,73	NA	48,84	4,07	9,81	0,00
4623	1765735,00	29,37	29,57	29,18	T	5,73	NA	48,83	4,08	9,81	0,00
4624	1766054,13	29,20	29,42	28,98	T	5,73	NA	48,85	4,07	9,80	0,00
4625	1766373,25	29,55	29,69	29,41	T	5,71	NA	48,84	4,07	9,79	0,00
4626	1766692,38	29,52	29,57	29,47	T	5,71	NA	48,83	4,08	9,79	0,00
4627	1767011,50	29,33	29,32	29,34	T	5,71	NA	48,83	4,08	9,79	0,00
4628	1767330,75	29,25	29,37	29,12	T	5,73	NA	48,84	4,07	9,81	0,00
4629	1767649,88	29,44	29,54	29,33	T	5,71	NA	48,83	4,08	9,79	0,00
4630	1767969,00	29,92	29,31	30,54	T	5,82	NA	48,83	4,07	9,89	0,00
4631	1768288,13	29,53	29,75	29,31	T	5,69	NA	48,83	4,08	9,77	0,00
4632	1768607,25	29,94	30,32	29,57	T	5,69	NA	48,83	4,08	9,77	0,00
4633	1768926,38	29,68	30,06	29,31	T	5,67	NA	48,84	4,10	9,77	0,00
4634	1769245,50	29,30	29,36	29,25	T	5,71	NA	48,84	4,07	9,79	0,00
4635	1769564,63	29,84	30,42	29,25	T	5,67	NA	48,84	4,10	9,77	0,00
4636	1769883,75	29,76	30,04	29,49	T	5,67	NA	48,83	4,10	9,77	0,00
4637	1770202,88	29,81	30,16	29,45	T	5,65	NA	48,83	4,10	9,75	0,00
4638	1770522,00	29,84	30,06	29,63	T	5,67	NA	48,83	4,08	9,75	0,00
4639	1770841,13	29,77	30,17	29,36	T	5,65	NA	48,85	4,09	9,74	0,00
4640	1771160,25	29,79	30,22	29,37	T	5,65	NA	48,84	4,09	9,75	0,00
4641	1771479,38	29,80	30,16	29,44	T	5,67	NA	48,85	4,07	9,74	0,00
4642	1771798,50	29,57	29,86	29,29	T	5,65	NA	48,83	4,10	9,75	0,00
4643	1772117,63	29,93	30,23	29,64	T	5,63	NA	48,84	4,10	9,73	0,00
4644	1772436,75	29,80	30,06	29,54	T	5,63	NA	48,83	4,10	9,73	0,00
4645	1772755,88	29,77	29,98	29,55	T	5,67	NA	48,85	4,07	9,74	0,00
4646	1773075,00	29,76	30,15	29,37	T	5,63	NA	48,85	4,09	9,72	0,00
4647	1773394,13	29,79	30,07	29,51	T	5,63	NA	48,83	4,10	9,73	0,00
4648	1773713,25	29,73	30,20	29,26	T	5,65	NA	48,84	4,09	9,75	0,00
4649	1774032,38	29,72	29,89	29,55	T	5,61	NA	48,84	4,10	9,71	0,00
4650	1774351,50	30,09	30,69	29,49	T	5,59	NA	48,83	4,12	9,71	0,00
4651	1774670,63	30,02	30,53	29,52	T	5,59	NA	48,85	4,11	9,70	0,00
4652	1774989,75	29,77	30,01	29,53	T	5,63	NA	48,83	4,10	9,73	0,00
4653	1775308,88	29,54	29,73	29,35	T	5,61	NA	48,83	4,10	9,71	0,00
4654	1775628,00	30,13	30,65	29,60	T	5,59	NA	48,84	4,12	9,71	0,00
